Area in Sqrt,No.of Bhk,Location,Price
1234,3,Sector 150, 45 L
1280,3,Sector 150, 39 L
1280,3,Sector 150, 49.08 L
1900,3,Sector 150, 45.01 L
1900,3,Sector 150, 45.01 L
1900,3,Sector 150, 45.01 L
2100,3,Sector 150, 41.22 L
1525,3,Sector 75, 1.15 Cr
1350,3,Sector 75, 52 L
2101,3,Sector 150, 38.44 L
1200,3,other, 45.67 L
1210,3,Sector 150, 40 L
1500,4,Sector 150, 65 L
1201,3,Sector 150, 40 L
2101,3,Sector 150, 38.62 L
1200,3,Sector 150, 45 L
1237,3,Sector 150, 55 L
1513,4,Sector 150, 65 L
1221,3,Sector 150, 45 L
1289,3,Sector 150, 55.11 L
1250,3,Sector 150, 33.8 L
1220,3,Sector 150, 55 L
1100,3,Sector 150, 35 L
1100,3,Sector 150, 40 L
1100,3,Sector 150, 34 L
1100,3,Sector 150, 37 L
1201,3,Sector 150, 40.07 L
1201,3,Sector 150, 40 L
1900,3,Sector 150, 45.33 L
1900,3,Sector 150, 44.66 L
1900,3,Sector 150, 46.08 L
1900,3,Sector 150, 46 L
1500,3,Sector 150, 45 L
2101,3,Sector 150, 35.55 L
2101,3,Sector 150, 34.55 L
2101,3,Sector 150, 34.55 L
2101,3,Sector 150, 34.54 L
2100,3,Sector 150, 34.54 L
2101,3,Sector 150, 38.47 L
1550,3,Sector 78, 1.25 Cr
1445,3,Sector 76, 90 L
2950,4,Sector 107, 2.5 Cr
2700,5,Sector 49, 85 L
1100,2,Sector 75, 75 L
2250,3,Sector 75, 1.15 Cr
4874,4,Sector 108, 4 Cr
600,1,other, 16 L
1400,3,other, 35 L
980,2,Sector 49, 34 L
1400,3,Sector 49, 48 L
1000,2,Sector 110, 30 L
950,2,Sector 49, 30 L
1000,2,Sector 49, 35 L
1779,3,Sector 100, 1.45 Cr
2012,3,Sector 100, 1.35 Cr
1528,3,Sector 110, 95 L
1418,2,Sector 100, 1.1 Cr
1528,3,Sector 110, 72 L
2794,4,Sector 110, 1.7 Cr
2640,3,Sector 128, 2.5 Cr
1400,3,Sector 49, 45 L
1528,3,Sector 110, 90 L
2538,3,Sector 110, 1.4 Cr
3200,4,Sector 150, 2.45 Cr
2105,3,Sector 94, 2.14 Cr
1700,3,Sector 150, 1.1 Cr
1675,3,Sector 150, 1.4 Cr
1583,2,Sector 150, 1.18 Cr
2497,3,Sector 150, 1.85 Cr
2450,3,Sector 108, 2.47 Cr
3000,7,other, 3.95 Cr
1160,2,Sector 137, 62.17 L
494,1,Sector 137, 27.5 L
494,1,Sector 137, 28 L
2538,4,Sector 110, 1.45 Cr
2111,3,Sector 110, 1.4 Cr
1100,2,Sector 44, 33.5 L
1050,2,Sector 44, 32 L
1450,3,Sector 44, 44.5 L
1065,2,Sector 44, 33 L
1450,3,Sector 49, 43 L
1450,3,Sector 44, 44 L
1000,2,Sector 49, 36 L
950,2,Sector 49, 32 L
600,1,Sector 49, 18 L
1500,3,Sector 49, 45 L
1115,2,Sector 137, 68 L
1759,3,Sector 104, 1.79 Cr
2890,4,Sector 79, 2.3 Cr
1495,3,Sector 143, 1.15 Cr
2535,4,Sector 93A, 2.2 Cr
804,2,Sector 152, 82.35 L
2538,4,Sector 110, 1.45 Cr
1528,3,Sector 110, 71 L
1980,3,Sector 100, 1.3 Cr
3943,3,Sector 107, 2.4 Cr
1500,3,Sector 49, 45 L
1400,3,Sector 49, 45 L
3000,7,other, 3.95 Cr
3200,4,Sector 150, 2.45 Cr
2105,3,Sector 94, 2.14 Cr
1700,3,Sector 150, 1.1 Cr
1675,3,Sector 150, 1.4 Cr
1583,2,Sector 150, 1.18 Cr
2497,3,Sector 150, 1.85 Cr
2450,3,Sector 108, 2.47 Cr
1160,2,Sector 137, 62.17 L
494,1,Sector 137, 27.5 L
494,1,Sector 137, 28 L
1779,3,Sector 100, 1.45 Cr
2012,3,Sector 100, 1.35 Cr
1528,3,Sector 110, 95 L
1418,2,Sector 100, 1.1 Cr
1528,3,Sector 110, 72 L
2794,4,Sector 110, 1.7 Cr
1500,3,Sector 44, 48 L
1000,2,Sector 49, 30 L
2280,3,Sector 79, 1.8 Cr
1730,3,Sector 107, 1.25 Cr
2450,4,Sector 93A, 1.8 Cr
1690,3,Sector 79, 1.38 Cr
2800,4,Sector 93A, 3.4 Cr
3800,4,Sector 93A, 4.5 Cr
1350,2,Sector 152, 1.3 Cr
1050,2,Sector 49, 37 L
1100,2,Sector 44, 40 L
1356,3,Sector 134, 60.5 L
1860,4,Sector 82, 1.2 Cr
555,1,Sector 137, 35 L
1600,3,Sector 93, 1.45 Cr
2715,5,Sector 79, 2.08 Cr
1495,3,Sector 79, 1.05 Cr
2955,4,Sector 137, 3 Cr
1230,3,Sector 74, 83 L
950,2,Sector 82, 63 L
1500,3,Sector 121, 1.55 Cr
1528,3,Sector 110, 90 L
1759,3,Sector 104, 1.8 Cr
1505,3,Sector 74, 82 L
1395,3,Sector 150, 1.16 Cr
1100,2,Sector 44, 28 L
1500,3,Sector 43, 40 L
1100,2,Sector 49, 33 L
1550,3,Sector 44, 43.5 L
1550,3,Sector 44, 45 L
1550,3,Sector 44, 45 L
1020,2,Sector 49, 32.5 L
600,1,Sector 82, 32 L
5825,5,Sector 78, 5 Cr
1600,3,Sector 93, 1.35 Cr
1600,3,Sector 93, 1.35 Cr
1110,2,Sector 93, 73 L
2626,3,Sector 128, 2.5 Cr
2500,3,Sector 107, 2.85 Cr
3300,4,Sector 107, 3.9 Cr
4874,4,Sector 108, 4 Cr
5825,5,Sector 78, 5 Cr
1600,3,Sector 93, 1.35 Cr
1600,3,Sector 93, 1.35 Cr
1110,2,Sector 93, 73 L
2626,3,Sector 128, 2.5 Cr
2500,3,Sector 107, 2.85 Cr
3300,4,Sector 107, 3.9 Cr
4874,4,Sector 108, 4 Cr
2600,5,Sector 105, 2.25 Cr
3302,3,Sector 108, 3.07 Cr
5825,5,Sector 78, 5 Cr
3302,3,Sector 108, 3 Cr
4300,5,Sector 107, 4.9 Cr
2250,3,Sector 50, 1.95 Cr
1050,2,Sector 49, 32 L
1450,3,Sector 44, 41 L
950,2,Sector 44, 30 L
950,2,Sector 44, 30 L
1600,3,Sector 49, 45 L
1300,3,Sector 44, 42 L
1100,2,Sector 44, 28 L
1500,3,Sector 43, 40 L
1759,3,Sector 104, 1.8 Cr
1700,3,Sector 150, 1.4 Cr
800,2,Sector 73, 22 L
1050,2,Sector 110, 31 L
1941,3,Sector 128, 1.28 Cr
1295,2,Sector 75, 96 L
2066,2,Sector 128, 1.8 Cr
1959,3,Sector 82, 2.3 Cr
7895,5,Sector 104, 9 Cr
5700,4,Sector 104, 5.3 Cr
3900,4,Sector 104, 6.5 Cr
1175,2,Sector 77, 73 L
1175,2,Sector 77, 73 L
2275,4,Sector 137, 1.9 Cr
1759,3,Sector 104, 1.81 Cr
1735,3,Sector 77, 1.52 Cr
2190,3,Sector 137, 1.65 Cr
1067,2,Sector 110, 70 L
1155,2,Sector 150, 86 L
1155,2,Sector 150, 86 L
1155,2,Sector 150, 86 L
1155,2,Sector 150, 86 L
1937,3,Sector 93A, 2.25 Cr
1250,3,Sector 82, 95 L
2645,4,Sector 137, 2.4 Cr
1053,2,Sector 43, 1.16 Cr
3430,4,Sector 78, 3.02 Cr
3302,3,Sector 108, 3.09 Cr
1710,3,Sector 110, 1.18 Cr
1325,3,Sector 75, 1.05 Cr
950,2,Sector 82, 65 L
1110,2,Sector 137, 84 L
1082,2,Sector 137, 70 L
1720,3,Sector 137, 1.2 Cr
890,2,Sector 137, 48 L
1435,3,Sector 137, 1.2 Cr
973,2,Sector 137, 68.5 L
1715,3,Sector 137, 1.28 Cr
2955,4,Sector 137, 3 Cr
3700,4,Sector 128, 3.7 Cr
1315,3,Sector 137, 90 L
890,2,Sector 137, 50 L
1355,2,Sector 128, 68 L
1221,2,Sector 137, 92 L
1704,3,Sector 110, 1.2 Cr
988,2,Sector 110, 75 L
2275,3,other, 1.29 Cr
2548,3,Sector 50, 2.55 Cr
1730,3,Sector 107, 1.29 Cr
1405,3,Sector 107, 98 L
2070,3,Sector 107, 2.6 Cr
1685,3,Sector 137, 1.05 Cr
1471,3,Sector 137, 1.25 Cr
3302,3,Sector 108, 3.27 Cr
3302,3,Sector 108, 3.3 Cr
4874,4,Sector 108, 4.68 Cr
4874,4,Sector 108, 4.5 Cr
1820,3,Sector 128, 1.05 Cr
2794,4,Sector 110, 1.55 Cr
1528,3,Sector 110, 90 L
2090,3,Sector 110, 1.2 Cr
2794,4,Sector 110, 1.5 Cr
1050,2,Sector 44, 37 L
1704,3,Sector 110, 1 Cr
2545,4,Sector 77, 1.4 Cr
1528,3,Sector 110, 90 L
1000,2,Sector 73, 24 L
1505,3,Sector 74, 82 L
1395,3,Sector 150, 1.16 Cr
1750,3,Sector 150, 1.45 Cr
1495,3,Sector 79, 97.18 L
783,3,Sector 150, 1.05 Cr
783,3,Sector 150, 1.05 Cr
783,3,Sector 150, 1.05 Cr
783,3,Sector 150, 1.05 Cr
981,3,Sector 150, 1.28 Cr
981,3,Sector 150, 1.28 Cr
648,2,Sector 150, 93.16 L
2175,4,Sector 110, 63 L
2259,4,Sector 43, 2.7 Cr
2800,4,Sector 93A, 3.4 Cr
1790,3,Sector 93A, 1.6 Cr
2275,4,Sector 137, 2.05 Cr
10000,8,Sector 44, 16.85 Cr
4200,6,other, 2.25 Cr
4500,6,Sector 15A, 6.5 Cr
950,2,Sector 105, 29.2 L
953,2,Sector 108, 28.75 L
952,2,Sector 104, 28.43 L
3430,4,Sector 78, 3 Cr
956,2,Sector 110, 29.47 L
1250,2,Sector 78, 95 L
890,2,Sector 150, 1.36 Cr
890,2,Sector 150, 1.36 Cr
1322,3,Sector 150, 2.05 Cr
1322,3,Sector 150, 2.05 Cr
1794,3,Sector 150, 2.79 Cr
1794,3,Sector 150, 2.79 Cr
849,2,Sector 150, 1.3 Cr
849,2,Sector 150, 1.3 Cr
1295,2,Sector 107, 1.05 Cr
1356,2,Sector 128, 65 L
1732,3,Sector 75, 1.35 Cr
1165,2,Sector 150, 89.7 L
1165,2,Sector 150, 89.7 L
1165,2,Sector 150, 89.7 L
1165,2,Sector 150, 89.7 L
1690,3,Sector 150, 1.33 Cr
1690,3,Sector 150, 1.33 Cr
1625,3,Sector 150, 1.28 Cr
1625,3,Sector 150, 1.28 Cr
1495,3,Sector 150, 1.18 Cr
1495,3,Sector 150, 1.18 Cr
1245,2,Sector 150, 95.86 L
1245,2,Sector 150, 95.86 L
783,3,Sector 150, 1.05 Cr
783,3,Sector 150, 1.05 Cr
783,3,Sector 150, 1.05 Cr
956,2,Sector 110, 29.47 L
2175,4,Sector 110, 63 L
4200,6,other, 2.25 Cr
1155,2,Sector 150, 86 L
1155,2,Sector 150, 86 L
1155,2,Sector 150, 86 L
1155,2,Sector 150, 86 L
1155,2,Sector 150, 86 L
1155,2,Sector 150, 86 L
1155,2,Sector 150, 86 L
1155,2,Sector 150, 86 L
1295,2,Sector 107, 1.05 Cr
1275,2,Sector 50, 95 L
1110,2,Sector 93, 73 L
4500,3,other, 4.75 Cr
13500,10,Sector 43, 7.95 Cr
1350,3,Sector 121, 1.48 Cr
2070,3,Sector 107, 2.07 Cr
3300,4,Sector 107, 3.3 Cr
2500,3,Sector 107, 2.5 Cr
6000,7,Sector 44, 4.5 Cr
3500,3,Sector 137, 2.4 Cr
3500,3,Sector 137, 2.4 Cr
10000,10,other, 5.85 Cr
1325,3,Sector 120, 66 L
1500,3,Sector 50, 45 L
1500,3,Sector 41, 45 L
1750,3,Sector 150, 1.08 Cr
1750,3,Sector 150, 1.08 Cr
1750,3,Sector 150, 1.08 Cr
1750,3,Sector 150, 1.08 Cr
3220,4,Sector 150, 2.26 Cr
3220,4,Sector 150, 2.26 Cr
2190,3,Sector 150, 1.42 Cr
2190,3,Sector 150, 1.42 Cr
2460,3,Sector 150, 1.74 Cr
2460,3,Sector 150, 1.74 Cr
1820,2,Sector 128, 1.55 Cr
2700,7,other, 5.98 Cr
3950,4,other, 1.95 Cr
9000,9,other, 20 Cr
3195,4,Sector 121, 3.35 Cr
2300,3,other, 2.65 Cr
10500,10,other, 4.24 Cr
4500,8,other, 2.5 Cr
1739,3,Sector 119, 1 Cr
1145,2,Sector 77, 80 L
1528,3,Sector 100, 87 L
1300,3,Sector 44, 48 L
1350,3,Sector 49, 41 L
1380,3,Sector 44, 41.85 L
950,2,Sector 49, 28 L
950,2,Sector 44, 27 L
1500,3,Sector 49, 45 L
1050,2,Sector 49, 35 L
1398,3,Sector 100, 90 L
1528,3,Sector 110, 72 L
1400,3,Sector 44, 45 L
1350,3,Sector 44, 45 L
1450,3,Sector 49, 45 L
1400,3,Sector 49, 45 L
1350,3,Sector 49, 39 L
1730,3,Sector 79, 1.47 Cr
1820,3,Sector 128, 97 L
1385,2,Sector 79, 1.05 Cr
1250,2,Sector 137, 88 L
1595,3,Sector 137, 96 L
1245,2,Sector 79, 1.04 Cr
1221,2,Sector 137, 90 L
1115,2,Sector 137, 69 L
988,2,Sector 110, 70 L
3302,3,Sector 108, 2.78 Cr
3950,4,Sector 108, 3.4 Cr
4874,4,Sector 108, 4.5 Cr
2545,4,Sector 77, 1.4 Cr
2435,3,Sector 100, 2 Cr
4875,4,Sector 108, 3.9 Cr
2127,3,Sector 100, 1.35 Cr
1220,2,Sector 110, 55 L
4875,4,Sector 108, 3.9 Cr
3995,4,Sector 108, 3.4 Cr
3950,4,Sector 108, 3.4 Cr
3302,3,Sector 108, 2.75 Cr
4545,4,Sector 108, 3.84 Cr
3030,4,Sector 75, 3.35 Cr
3030,4,Sector 75, 3.3 Cr
3950,4,Sector 108, 3.4 Cr
3300,4,Sector 75, 3.63 Cr
3302,3,Sector 108, 2.78 Cr
1350,3,Sector 49, 41 L
1380,3,Sector 44, 41.85 L
950,2,Sector 49, 28 L
950,2,Sector 44, 27 L
1500,3,Sector 49, 45 L
1050,2,Sector 49, 35 L
1398,3,Sector 100, 90 L
1528,3,Sector 110, 72 L
1400,3,Sector 44, 45 L
1350,3,Sector 44, 45 L
1450,3,Sector 49, 45 L
1050,2,Sector 44, 37 L
1704,3,Sector 110, 1 Cr
4874,4,Sector 108, 3.81 Cr
1135,2,Sector 77, 75 L
1135,2,Sector 77, 75 L
2645,4,Sector 137, 2.5 Cr
1632,3,Sector 110, 95 L
1528,3,Sector 110, 95 L
1525,3,Sector 75, 1.3 Cr
2000,3,Sector 121, 2.25 Cr
3200,4,Sector 78, 2.7 Cr
3995,4,Sector 108, 3.4 Cr
3950,4,Sector 108, 3.4 Cr
3302,3,Sector 108, 2.75 Cr
4545,4,Sector 108, 3.84 Cr
3030,4,Sector 75, 3.35 Cr
3030,4,Sector 75, 3.3 Cr
3950,4,Sector 108, 3.4 Cr
3300,4,Sector 75, 3.63 Cr
3302,3,Sector 108, 2.78 Cr
890,2,Sector 137, 48 L
1435,3,Sector 137, 1.2 Cr
973,2,Sector 137, 68.5 L
1715,3,Sector 137, 1.28 Cr
2955,4,Sector 137, 3 Cr
3700,4,Sector 128, 3.7 Cr
1315,3,Sector 137, 90 L
890,2,Sector 137, 50 L
1355,2,Sector 128, 68 L
1221,2,Sector 137, 92 L
1704,3,Sector 110, 1.2 Cr
988,2,Sector 110, 75 L
2275,3,other, 1.29 Cr
2548,3,Sector 50, 2.55 Cr
1730,3,Sector 107, 1.29 Cr
1405,3,Sector 107, 98 L
2070,3,Sector 107, 2.6 Cr
1685,3,Sector 137, 1.05 Cr
1471,3,Sector 137, 1.25 Cr
3302,3,Sector 108, 3.27 Cr
2857,3,Sector 128, 2.8 Cr
1955,3,other, 1.05 Cr
3710,4,Sector 128, 3.3 Cr
1730,3,Sector 107, 1.1 Cr
950,2,Sector 44, 28 L
950,2,Sector 44, 30 L
1870,3,Sector 121, 2.2 Cr
1380,3,other, 65 L
6000,9,other, 4.65 Cr
4400,4,Sector 50, 4.25 Cr
9000,6,Sector 15A, 15 Cr
7000,9,other, 4.35 Cr
2000,3,Sector 15A, 2.75 Cr
4000,6,other, 5.99 Cr
1350,3,Sector 75, 60 L
2600,3,Sector 44, 8 Cr
3000,4,other, 5.55 Cr
1155,2,Sector 150, 85 L
5700,4,Sector 104, 5.35 Cr
600,1,Sector 82, 37 L
10000,10,other, 5.85 Cr
1325,3,Sector 120, 66 L
1500,3,Sector 50, 45 L
1500,3,Sector 41, 45 L
1155,2,Sector 150, 85 L
1050,2,Sector 150, 70 L
1500,3,Sector 93A, 1.52 Cr
1300,3,Sector 93A, 1.4 Cr
1950,3,Sector 137, 1.75 Cr
1500,3,Sector 93A, 1.55 Cr
1685,3,Sector 137, 1.1 Cr
1450,3,Sector 110, 1.05 Cr
1260,2,Sector 75, 95 L
2700,4,Sector 75, 2.5 Cr
1660,3,Sector 75, 1.47 Cr
1790,3,Sector 93A, 1.2 Cr
1900,3,Sector 75, 1.72 Cr
4455,4,Sector 121, 5.9 Cr
550,1,Sector 82, 35 L
1695,3,Sector 93A, 1.4 Cr
1775,3,Sector 152, 1.86 Cr
1350,2,Sector 152, 1.25 Cr
1700,3,Sector 150, 1.4 Cr
1411,2,Sector 128, 75 L
1620,3,Sector 79, 1.32 Cr
1195,2,Sector 150, 88 L
2095,3,Sector 150, 1.5 Cr
1135,2,Sector 77, 75 L
1450,2,Sector 77, 99 L
1550,3,Sector 49, 41.5 L
1285,3,Sector 150, 82 L
1295,2,Sector 75, 86 L
2335,4,Sector 79, 1.9 Cr
2150,3,Sector 104, 2.37 Cr
1135,2,Sector 77, 72 L
1759,3,Sector 104, 1.8 Cr
6570,5,Sector 107, 6.91 Cr
4482,4,Sector 107, 4.71 Cr
3501,4,Sector 107, 3.68 Cr
1100,2,Sector 110, 29 L
2700,4,Sector 75, 2.5 Cr
1660,3,Sector 75, 1.47 Cr
1790,3,Sector 93A, 1.2 Cr
1900,3,Sector 75, 1.72 Cr
4455,4,Sector 121, 5.9 Cr
550,1,Sector 82, 35 L
1500,3,Sector 93A, 1.52 Cr
1300,3,Sector 93A, 1.4 Cr
1950,3,Sector 137, 1.75 Cr
1500,3,Sector 93A, 1.55 Cr
1685,3,Sector 137, 1.1 Cr
1450,3,Sector 110, 1.05 Cr
1260,2,Sector 75, 95 L
4200,5,Sector 50, 3.5 Cr
980,2,other, 45 L
3135,4,Sector 43, 3.85 Cr
2088,3,Sector 43, 2.64 Cr
1544,3,Sector 43, 1.95 Cr
1255,2,Sector 43, 1.43 Cr
3300,4,Sector 75, 3.5 Cr
3030,4,Sector 75, 3.2 Cr
2510,3,Sector 75, 2.75 Cr
1524,3,Sector 110, 78 L
5600,5,Sector 128, 4.5 Cr
951,2,Sector 82, 28.47 L
950,2,other, 28.75 L
950,2,Sector 93, 29.14 L
954,2,other, 28.25 L
1870,3,Sector 150, 1.28 Cr
1920,3,Sector 150, 1.08 Cr
1390,3,Sector 150, 79.02 L
3625,4,Sector 128, 3.57 Cr
495,1,Sector 137, 28 L
2538,3,Sector 110, 1.4 Cr
2000,2,Sector 17A Yamuna Expressway, 55 L
1435,3,Sector 17A Yamuna Expressway, 42 L
2794,4,Sector 110, 1.7 Cr
1704,3,Sector 110, 1.1 Cr
1220,2,Sector 110, 58 L
1528,3,Sector 110, 90 L
1067,2,Sector 110, 52.5 L
2111,3,Sector 110, 1.21 Cr
1398,2,Sector 100, 1.1 Cr
1528,3,Sector 110, 95 L
1220,2,Sector 110, 58 L
1174,2,Sector 100, 65 L
1704,3,Sector 110, 1.1 Cr
2111,3,Sector 110, 1.2 Cr
1067,2,Sector 110, 55 L
1398,2,Sector 100, 1.1 Cr
1067,2,Sector 110, 65 L
1067,2,Sector 110, 55 L
1436,2,Sector 110, 65 L
2435,3,Sector 100, 2.1 Cr
3135,4,Sector 43, 3.85 Cr
2088,3,Sector 43, 2.64 Cr
1544,3,Sector 43, 1.95 Cr
1255,2,Sector 43, 1.43 Cr
3300,4,Sector 75, 3.5 Cr
3030,4,Sector 75, 3.2 Cr
2111,3,Sector 110, 1.2 Cr
1067,2,Sector 110, 55 L
1398,2,Sector 100, 1.1 Cr
1067,2,Sector 110, 65 L
1067,2,Sector 110, 55 L
1436,2,Sector 110, 65 L
2435,3,Sector 100, 2.1 Cr
5530,5,Sector 75, 6.3 Cr
5800,5,Sector 75, 6.8 Cr
925,2,Sector 137, 38 L
771,2,Sector 150, 79.01 L
1395,3,Sector 150, 95 L
1550,3,Sector 44, 45 L
1045,2,Sector 137, 60 L
1135,2,Sector 77, 77 L
955,2,Sector 77, 65 L
1900,3,Sector 143B, 1.42 Cr
1425,3,Sector 143B, 1.07 Cr
1300,3,Sector 143B, 1 Cr
2210,3,Sector 93A, 1.78 Cr
440,1,Sector 137, 22 L
1295,3,Sector 137, 62.5 L
2200,4,Sector 49, 70 L
4000,8,Sector 41, 5.35 Cr
1500,3,other, 42 L
1100,2,Sector 150, 82.5 L
2062,3,Sector 150, 1.72 Cr
2555,3,Sector 150, 1.82 Cr
2040,3,Sector 150, 1.42 Cr
1700,3,Sector 150, 1.1 Cr
1575,3,Sector 150, 1.18 Cr
800,2,other, 29.87 L
900,2,Sector 73, 29.74 L
950,2,Sector 73, 29.73 L
950,2,Sector 73, 29.73 L
800,2,Sector 73, 29.67 L
2764,4,Sector 110, 1.8 Cr
2538,3,Sector 110, 1.6 Cr
2800,4,Sector 110, 1.75 Cr
2538,3,Sector 110, 1.6 Cr
955,2,Sector 73, 30.52 L
950,1,Sector 128, 47 L
3950,4,Sector 128, 4.25 Cr
1900,3,Sector 93, 1.78 Cr
1820,3,Sector 128, 1 Cr
1195,2,Sector 150, 90 L
1595,3,Sector 137, 98 L
1450,2,Sector 77, 1.09 Cr
2095,3,Sector 150, 2.1 Cr
2095,3,Sector 150, 2.1 Cr
1675,3,Sector 150, 1.5 Cr
1675,3,Sector 150, 1.5 Cr
1995,4,other, 1.04 Cr
1947,3,Sector 150, 1.81 Cr
1050,2,Sector 73, 35 L
1750,3,Sector 137, 90 L
1100,2,Sector 41, 31 L
1500,3,Sector 50, 45 L
1100,2,Sector 50, 30 L
600,1,Sector 49, 18.5 L
1350,3,Sector 49, 42 L
1400,3,Sector 49, 45 L
1350,3,Sector 44, 42 L
950,2,Sector 110, 30 L
1100,2,Sector 49, 31 L
1400,3,Sector 49, 42 L
1100,2,Sector 49, 35 L
1400,3,Sector 49, 45 L
1050,2,Sector 49, 34 L
550,1,Sector 49, 18 L
1450,3,Sector 49, 40 L
6000,4,Sector 94, 9 Cr
1404,3,Sector 150, 1.01 Cr
1137,2,Sector 150, 80 L
3200,4,Sector 152, 2.25 Cr
2350,3,Sector 152, 1.64 Cr
1850,3,Sector 152, 1.29 Cr
1266,2,Sector 150, 1.15 Cr
3650,4,Sector 150, 2.59 Cr
2850,3,Sector 150, 1.99 Cr
3200,4,Sector 152, 2.25 Cr
2350,3,Sector 152, 1.64 Cr
1850,3,Sector 152, 1.29 Cr
1266,2,Sector 150, 1.15 Cr
3650,4,Sector 150, 2.59 Cr
2850,3,Sector 150, 1.99 Cr
2450,3,Sector 150, 1.7 Cr
3300,4,Sector 150, 2.47 Cr
950,2,Sector 73, 29.88 L
950,2,Sector 73, 29.82 L
950,2,Sector 73, 29.6 L
950,2,Sector 73, 29.9 L
950,2,Sector 73, 28.96 L
950,2,Sector 73, 29.66 L
950,2,Sector 73, 29.99 L
2190,3,Sector 150, 1.8 Cr
1500,3,Sector 49, 47 L
1700,4,Sector 49, 65 L
1050,2,Sector 49, 32.5 L
1050,2,Sector 49, 35 L
